id,city_id,name,url_name,color,system_id,transport_mode_id
575,70,A,575-a,#ee3897,60,
579,70,1,579-1,#883f98,342,
569,21,Ferrocarril del Norte,569-ferrocarril-del-norte,#f8e71c,332,
570,74,M1,570-m1,#0076bd,63,
1492,91,Nissei Line,1492-nissei-line,#c71781,552,4
571,74,M2,571-m2,#e4001a,63,
572,74,T1,572-t1,#f18e00,341,
581,70,3,581-3,#883f98,342,
582,70,4,582-4,#883f98,342,
583,70,5,583-5,#883f98,342,
586,70, Rhonexpress,586-rhone-express,#e10626,342,
587,70,Rue Terme,587-rue-terme,#000,343,
588,70,Croix-Paquet,588-croix-paquet,#000,343,
589,70,Saint-Paul - Fourvière,589-saint-paul---fourviere,#000,343,
585,70,2 Fourvière,585-2,#8cc751,343,
584,70,1 Saint-Just,584-1,#8cc751,343,
590,267,1,590-1,#000,294,
591,267,6,591-6,#000,294,
592,267,STB,592-stb,#000,294,
600,106,Ver. José Diniz-Ibirapuera-Centro (SPTrans),600-capelinha-ibirapuera-centro-(sptrans),#dd040d,279,8
597,106,Jd. Ângela-Guarapiranga-Santo Amaro (SPTrans),597-jd.-angela-guarapiranga-santo-amaro-(sptrans),#dd040d,279,8
602,106,Ponte Baixa,602-leste-•-aricanduva,#dd040d,279,8
601,106,Paes de Barros (SPTrans),601-paes-de-barros-(sptrans),#dd040d,279,8
593,106,Pirituba-Lapa-Centro (SPTrans),593-pirituba-lapa-centro-(sptrans),#dd040d,279,8
614,23,C,614-c,#d757aa,16,
596,106,Santo Amaro-Nove de Julho-Centro,596-santo-amaro-nove-de-julho-centro,#dd040d,279,8
1500,91,Kishigawa Line,1500-kishigawa-line,#dc143c,554,4
595,106,Campo Limpo-Rebouças-Centro (SPTrans),595-campo-limpo-reboucas-centro-(sptrans),#dd040d,279,8
603,106,Ponte Orca • Zoo (EMTU),603-ponte-orca-•-zoo-(emtu),#000,279,8
615,23,Bat³,615-bat,#00418a,348,
616,23,D,616-d,#006ab3,16,
547,114,Airport Line,547-keikyu-airport-line,#33c2e4,306,4
594,106,Inajar-Rio Branco-Centro (SPTrans),594-inajar-rio-branco-centro-(sptrans),#dd040d,279,8
562,114,Itsukaichi Line,562-itsukaichi-line,#fe642e,305,4
620,114,Narita Line,620-narita-line,#00b261,305,4
561,1,Urquiza,561-linea-urquiza,#4a4a4a,338,3
566,114,Negishi Line,566-negishi-line,#00b2e5,305,4
556,114,Ome Line,556-ome-line,#fe642e,305,4
626,114,Sagami Line,626-sagami-line,#009793,305,4
545,114,Sagamihara Line,545-sagamihara-line,#dd0077,307,4
548,147,Brown Line,548-brown-line,#62361b,132,5
618,114,Enoshima Line,618-enoshima-line,#00bfff,309,4
625,114,Izumino Line,625-izumino-line,#ffa500,352,4
624,114,Sotetsu Main Line,624-sotetsu-main-line,#ffa500,352,4
544,114,Sayama Line,544-sayama-line,#ff6600,310,4
543,114,Seibu-en Line,543-seibu-en-line,#33cc66,310,4
621,114,Shonan Monorail,621-shonan-monorail,#000,349,7
647,114,Roppongi Line,647-roppongi-line,#5f0101,325,5
619,114,Kodomonokuni Line,619-kodomonokuni-line,#0068b7,312,4
622,114,Kanazawa Seaside Line,622-kanazawa-seaside-line,#f68b1e,350,7
632,99,Metro C,632-metro-c,#d0021b,87,
1605,72,Metrolink,1605-metrolink,#d0021b,61,9
691,77,Clifton Hill Lines,691-south-morang-line,#e42b23,66,3
644,1,San Martín,644-san-martin,#4a4a4a,338,3
659,1,Tranvía del Este,659-tranvia-del-este,#4a4a4a,338,5
660,1,Tren de la Costa,660-tren-de-la-costa,#4a4a4a,338,5
700,77,Dandenong Line,700-cranbourne-line,#16b4e8,66,3
633,4,Melipilla,633-melipilla,#000,268,3
639,1,Mitre,639-mitre,#4a4a4a,338,3
645,1,Sarmiento,645-sarmiento,#4a4a4a,338,3
643,95,Ligne Horizon,643-ligne-horizon,#0092e2,83,4
697,77,Burnley Lines,697-alamein-line,#094b8d,66,3
1493,91,Hokushin Line,1493-hokushin-line,#00ae8e,553,4
1533,91,Iga Line,1533-iga-line,#703664,587,4
112,14,All the lines,112-altres-fc.,#000,260,
629,114,Chiba Line,629-chiba-line,#005aaa,308,4
683,247,Line 1 Yonge-University,683-ttc-subway,#ffc41e,232,
628,114,Kurihama Line,628-kurihama-line,#33c2e4,306,4
686,8,51,686-51,#f5a623,4,
627,114,Zushi Line,627-zushi-line,#33c2e4,306,4
699,77,Sandringham Line,699-sandringham-line,#fc7ebb,66,3
675,114,Ushigome Line,675-ushigome-line,#5f0101,325,5
692,77,Cross-City Line,692-werribee-line,#149943,66,3
662,114,Toranomon Line,662-toranomon-line,#5f0101,325,5
702,77,1,702-1,#000,354,5
667,114,Tsuchihashi Line,667-tsuchihashi-line,#5f0101,325,5
680,114,Shin-Ohashi Line,680-shin-ohashi-line,#5f0101,325,5
687,77,Northern Lines,687-cragieburn-line,#ffb531,66,3
634,114,Shinagawa Line,634-shinagawa-line,#5f0101,325,5
630,99,Metro A,630-metro-a,#417505,87,
652,114,Shinanomachi Line,652-shinanocho-line,#5f0101,325,5
631,99,Metro B,631-metro-b,#f8e71c,87,
653,114,Shinjuku Line,653-shinjuku-line,#5f0101,325,5
669,114,Suidobashi Line,669-suidobashi-line,#5f0101,325,5
656,1,Belgrano Norte,656-belgrano-norte,#4a4a4a,338,3
658,1,Roca,658-roca,#4a4a4a,338,3
640,114,Mita Line,640-mita-line,#5f0101,325,5
703,77,3,703-3,#000,354,5
636,114,Meguro Line,636-meguro-line,#5f0101,325,5
657,1,Belgrano Sur,657-belgrano-sur,#4a4a4a,338,3
666,114,Marunouchi Line,666-marunouchi-line,#5f0101,325,5
668,114,Muromachi Line,668-muromachi-line,#5f0101,325,5
677,114,Ryogokubashi Line,677-ryogokubashi-line,#5f0101,325,5
679,114,Ochanomizu Line,679-ochanomizu-line,#5f0101,325,5
673,114,Kudan Line,673-kudan-line,#5f0101,325,5
655,114,Kasumicho Line,655-kasumicho-line,#5f0101,325,5
674,114,Ichigaya Line,674-ichigaya-line,#5f0101,325,5
637,114,Isaragozaka Line,637-isaragozaka-line,#5f0101,325,5
681,114,Izumibashi Line,681-izumibashi-line,#5f0101,325,5
665,114,Kandabashi Line,665-kandabashi-line,#5f0101,325,5
649,114,Horaibashi Line,649-horaibashi-line,#5f0101,325,5
638,114,Kanasugi Line,638-kanasugi-line,#5f0101,325,5
651,114,Aoyama Line,651-aoyama-line,#5f0101,325,5
664,114,Chiyodabashi Line,664-chiyodabashi-line,#5f0101,325,5
672,114,Edogawa Line,672-edogawa-line,#5f0101,325,5
642,114,Fudanotsuji Line,642-fudanotsuji-line,#5f0101,325,5
635,114,Furukawa Line,635-yoshikawa-line,#5f0101,325,5
654,114,Hanzomon Line,654-hanzomon-line,#5f0101,325,5
670,114,Bancho Line,670-bancho-line,#5f0101,325,5
663,114,Hatchobori Line,663-hatchobori-line,#5f0101,325,5
682,114,Kachidokibashi Line,682-kachidokibashi-line,#5f0101,325,5
648,114,Hiroo Line,648-hiroo-line,#5f0101,325,5
641,114,Hondori Line,641-hondori-line,#5f0101,325,5
671,114,Tsunohazu Line,671-tsunohazu-line,#5f0101,325,5
650,114,Tameike Line,650-tameike-line,#5f0101,325,5
661,114,Tsukiji Line,661-tsukiji-line,#5f0101,325,5
1604,91,Kitano Line,1604-kitano-line,#406681,632,5
1495,91,Kusatsu Line,1495-kusatsu-line,#5a9934,78,4
1602,48,via Shotts,1602-via-shotts,#0051ff,626,3
1607,48,Cathcart Circle,1607-cathcart-circle,#00c1d6,625,3
1608,48,Newton Branch,1608-newton-branch,#00f6ff,625,3
1498,91,Bantan Line,1498-bantan-line,#993366,78,4
1496,91,Kosei Line,1496-kosei-line,#00acd1,78,4
1323,91,Osaka Higashi Line,1323-osaka-higashi-line,#347293,78,4
1499,91,Maizuru Line,1499-maizuru-line,#ff8e1f,78,4
1427,91,Wakayama Line,1427-wakayama-line,#f79fba,78,4
1494,91,Kansai Line,1494-kansai-line,#5726b7,78,4
1497,91,Kisei Line,1497-kisei-line,#007fbf,78,4
730,56,Island Line,730-island-line,#0071ce,48,
732,56,Tsuen Wan Line,732-tsuen-wan-line,#e2231a,48,
734,56,Tseung Kwan O Line,734-tseung-kwan-o-line,#a35eb5,48,
710,77,19,710-19,#8f4a78,354,5
714,77,57,714-57,#33bdca,354,5
715,77,58,715-58,#000,354,5
716,77,59,716-59,#49805b,354,5
721,77,75,721-75,#000,354,5
720,77,72,720-72,#000,354,5
719,77,70,719-70,#000,354,5
718,77,67,718-67,#000,354,5
717,77,64,717-64,#000,354,5
704,77,3a,704-3a,#000,354,5
705,77,5,705-5,#000,354,5
706,77,6,706-6,#000,354,5
707,77,11,707-11,#000,354,5
708,77,12,708-12,#000,354,5
709,77,16,709-16,#000,354,5
711,77,30,711-30,#000,354,5
712,77,35,712-35,#000,354,5
713,77,48,713-48,#000,354,5
1536,64,Línea Verde,1536-linea-verde,#40b000,588,0
1534,64,Línea Roja,1534-linea-roja,#ff0505,588,0
1543,64,Línea Plateada,1543-linea-plateada,#5f5e5e,588,0
1538,64,Línea Naranja,1538-linea-naranja,#ff8a26,588,0
1541,64,Línea Morada,1541-linea-morada,#8031e9,588,0
1542,64,Línea Celeste,1542-linea-celeste,#47bbf4,588,0
1540,64,Línea Café,1540-linea-cafe,#a54e28,588,0
1539,64,Línea Blanca,1539-linea-blanca,#000000,588,0
1537,64,Línea Azul,1537-linea-azul,#0853fe,588,0
1535,64,Línea Amarilla,1535-linea-amarilla,#ffe900,588,0
1544,64,Línea Dorada,1544-linea-dorada,#d5aa2f,588,
202,69,LNER/East Midlands Trains/Great Northern,202-national-rail-(kx-moorgate),#ffbe00,261,2
1547,91,Hankai Line,1547-hankai-line,#006600,589,5
1548,91,Uemachi Line,1548-uemachi-line,#ff6600,589,5
723,77,82,723-82,#000,354,5
724,77,86,724-86,#000,354,5
725,77,96,725-96,#000,354,5
727,211,2 Trillium Line,727-2-trillium-line,#7ed321,196,
765,189,Blue Line,765-blue-line,#005fff,174,
793,48,Inner Circle,793-inner-circle,#726464,40,5
302,45,Borders Railway,302-borders-railway,#d0021b,629,2
731,56,East Rail Line,731-east-rail-line,#61b4e4,48,
733,56,Kwun Tong Line,733-kwun-tong-line,#00af41,48,
736,56,Disneyland Resort Line,736-disneyland-resort-line,#e777cb,48,
737,56,Airport Express,737-airport-express,#007078,48,
738,56,West Rail Line,738-west-rail-line,#b6008d,48,
743,199,Blue,743-blue,#007cc1,184,
744,199,Yellow,744-yellow,#ffd400,184,
1609,91,Kakogawa Line,1609-kakogawa-line,#00baa5,78,4
745,206,Broadway-7th Avenue Line,745-1,#ee352e,191,4
1549,236,Red Line,1549-red-line,#d0021b,590,
1550,236,Orange Line,1550-orange-line,#f5a623,590,
767,189,Red Line,767-red-line,#d0021b,174,
1551,236,Free Transfer Available Between These Stations:,1551-free-transfer-available-between-these-stations:,#000,591,7
769,236,Purple Line Monorail,769-seattle-center,#e010b3,359,
768,189,Purple Line,768-purple-line,#6e00ff,174,
760,236,Yellow Line Light Rail,760-tacoma-link,#f8e71c,221,
779,63,Port Klang Line,779-port-klang-line,#ff0000,360,
759,236,Teal Line Light Rail,759-central-link,#23f5cd,221,
772,63,Sri Petaling Line,772-sri-petaling-line,#69401c,55,
762,236,Lime Line Rapid Bus Corridor,762-first-hill-line,#b8e986,357,6
761,236,Brown Line Rapid Bus Corridor,761-south-lake-union-line,#8b572a,357,6
764,236,Aqua Line InterCounty Train,764-north-line,#13f1fe,358,
780,267,R,780-r,#000,345,
763,236,Gold Line InterCounty Train,763-south-line,#848b2a,358,
722,77,78,722-78,#000,354,5
757,70,21,757-21,#3171bb,356,
758,70,22,758-22,#4a90e2,356,
781,267,F,781-f,#000,345,
766,189,Expo Line,766-expo-line,#50c4e3,174,
822,114,Sunamachi Line,822-sunamachi-line,#5f0101,325,5
798,114,Susaki Line,798-susaki-line,#5f0101,325,5
826,114,Narihara Line,826-narihara-line,#5f0101,325,5
811,114,Sarue Line,811-sarue-line,#5f0101,325,5
770,63,Kelana Jaya Line,770-kelana-jaya-line,#ef0c8b,55,
771,63,Ampang Line,771-ampang-line,#f5a623,55,
773,63,KL Monorail Line,773-kl-monorail-line,#7ed321,55,
782,267,C,782-c,#000,345,
774,63,Sungai Buloh-Kajang Line,774-sungai-buloh-kajang-line,#028800,55,
783,267,T,783-t,#000,345,
784,267,J,784-j,#000,345,
778,63,KLIA Express,778-klia-express,#9405b0,361,
777,63,KLIA Transit,777-klia-transit,#04b483,361,
775,63,Seremban Line,775-batu-caves-tampin-line,#0300fa,360,
787,267,A,787-a,#000,345,
796,247,Line 4 Sheppard,796-line-4-sheppard,#8b1962,232,
795,247,Line 3 Scarborough,795-line-3-scarborough,#0a6797,232,
794,247,Line 2 Bloor-Danforth,794-line-2-bloor-danforth,#2b720a,232,
827,114,Kuramae Line,827-kuramae-line,#5f0101,325,5
824,114,Komatsugawa Line,824-komatsugawa-line,#5f0101,325,5
823,114,Kasaibashi Line,823-kasaibashi-line,#5f0101,325,5
825,114,Ishihara Line,825-ishihara-line,#5f0101,325,5
821,114,Kotobashi Line,821-kotobashi-line,#5f0101,325,5
804,114,Takahashi Line,804-takahashi-line,#5f0101,325,5
806,96,Mandurah Line,806-mandurah-line,#f5a623,84,
812,231,J,812-j,#f0a84e,216,
819,231,Limited,819-limited,#f6e7a6,362,
817,231,T,817-t,#c32d48,216,
813,231,K,813-k,#619bbb,216,
814,231,L,814-l,#85338b,216,
815,231,M,815-m,#388456,216,
816,231,N,816-n,#1a5395,216,
820,231,Baby Bullet,820-baby-bullet,#e8b4a4,362,
818,231,Local,818-local,#ffffff,362,
741,199,Orange,741-orange,#ed7f00,184,
726,77,109,726-109,#000,354,5
1611,91,Ohmi Railway Main Line,1611-yokaichi-line,#0070c0,633,4
1610,91,Taga Line,1610-ohmi-railway-main-line,#f01008,633,4
139,69,"District Line - Upminster to Wimbledon, Richmond, Olympia & Ealing Broadway via Tower Hill",139-district-line,#417505,259,3
215,69,Lea Valley Lines - Liverpool Street to Cheshunt & Chingford via Dalston & Hackney,215-lo-(lea-valley-lines),#00fffb,262,3
845,247,Line 5 Eglington,845-line-5-eglington,#f87005,232,
878,114,Line 1,878-line-1,#19209a,368,7
864,111,L2,864-l2,#f33043,366,5
881,91,Tanimachi Line,881-tanimachi-line,#522886,369,
846,247,Lakeshore West Line,846-lakeshore-west-line,#98002e,364,
863,111,M2,863-m2,#4d9444,365,4
848,247,Milton Line,848-milton-line,#f57f24,364,
851,247,Richmond Hill Line,851-richmond-hill-line,#009ac7,364,
852,247,Stouffville Line,852-stouffville-line,#794400,364,
847,247,Lakeshore East Line,847-lakeshore-east-line,#ee3023,364,
849,247,Kitchener Line,849-kitchener-line,#00853f,364,
850,247,Barrie Line,850-barrie-line,#003768,364,
853,111,T1,853-t1,#ef9343,97,3
882,91,Yotsubashi Line,882-yotsubashi-line,#0078be,369,
854,111,T2,854-t2,#008eb4,97,3
855,111,T3,855-t3,#d34132,97,3
858,111,T6,858-t6,#416392,97,3
859,111,T7,859-t7,#6a7b81,97,3
860,111,T8,860-t8,#008a4f,97,3
875,147,Garfield Park Line,875-garfield-park-line,#000,132,
862,111,M1,862-m1,#008ab6,365,4
879,114,Line 2,879-line-2,#19209a,368,7
897,114,Chichibu Main Line,897-chichibu-main-line,#4169e1,377,4
880,91,Midosuji Line,880-midosuji-line,#e5171f,369,
883,91,Chuo Line,883-chuo-line,#019a66,369,
896,114,Isumi Line,896-isumi-line,#ffff00,376,4
884,91,Sennichimae Line,884-sennichimae-line,#e44d93,369,
893,114,Sotobo Line,893-sotobo-line,#db4028,305,4
885,91,Sakaisuji Line,885-sakaisuji-line,#814721,369,
886,91,Nagahori Tsurumi-ryokuchi Line,886-nagahori-tsurumi-ryokuchi-line,#a9cc51,369,
887,91,Imazatosuji Line,887-imazatosuji-line,#ee7b1a,369,
888,152,Red Line,888-red-line,#ff0000,137,
889,152,Blue Line,889-blue-line,#001bff,137,
890,152,Green Line,890-green-line,#30cf08,137,
894,114,Togane Line,894-togane-line,#f15a22,305,4
892,114,Uchibo Line,892-uchibo-line,#00b9f1,305,4
891,114,Chihara Line,891-chihara-line,#005aaa,308,4
895,114,Kominato Line,895-kominato-line,#ff8c00,375,4
899,114,Chichibu Line,899-chichibu-line,#ff6600,310,4
838,114,Omiya Line,838-omiya-line,#5f0101,310,5
900,27,1B,900-1b,#f25b22,20,
829,114,Umayabashi Line,829-umayabashi-line,#5f0101,325,5
902,27,5,902-5,#ffcf06,20,
831,114,Ueno Line,831-ueno-line,#5f0101,325,5
903,27,6,903-6,#0080b2,20,
868,114,Totsuka Line,868-totsuka-line,#5f0101,325,5
861,111,L1,861-l1,#f33043,366,5
872,114,Shimura Line,872-shimura-line,#5f0101,325,5
869,114,Sugamo Line,869-sugamo-line,#5f0101,325,5
874,114,Suginami Line,874-suginami-line,#5f0101,325,5
837,114,Senju Line,837-senju-line,#5f0101,325,5
844,114,Otowa Line,844-otowa-line,#5f0101,325,5
843,114,Otsuka Line,843-otsuka-line,#5f0101,325,5
1586,48,Maryhill Branch Line,1586-maryhill-branch-line,#d0021b,625,3
870,114,Kita-Senju Line,870-kita-senju-line,#5f0101,325,5
866,114,Komagome Line,866-komagome-line,#5f0101,325,5
1587,48,Springburn Branch Line,1587-springburn-branch-line,#f5a623,625,3
833,114,Kiriodoshi Line,833-kiriodoshi-line,#5f0101,325,5
867,114,Ikebukuro Line,867-ikebukuro-line,#5f0101,325,5
871,114,Itabashi Line,871-itabashi-line,#5f0101,325,5
876,114,Asukayama Line,876-asukayama-line,#5f0101,325,5
828,114,Azumabashi Line,828-azumabashi-line,#5f0101,325,5
830,114,Awajicho Line,830-awajicho-line,#5f0101,325,5
834,114,Dozaka Line,834-dozaka-line,#5f0101,325,5
865,114,Gokokuji Line,865-gokokuji-line,#5f0101,325,5
840,114,Hakusan Line,840-hakusan-line,#5f0101,325,5
832,114,Hongo Line,832-hongo-line,#5f0101,325,5
842,114,Tomisaka Line,842-tomisaka-line,#5f0101,325,5
1552,252,30N Wisconsin Avenue Line,1552-30n-wisconsin-avenue-line,#000,592,8
340,252,Blue Line ,340-blue-line,#4a90e2,237,
920,27,97,920-97,#ab0534,378,
914,27,62,914-62,#f3b5ce,378,
904,27,3,904-3,#c8d100,378,
922,82,U2,922-u2,#bb0000,70,
1588,48,Via Falkirk High,1588-via-falkirk-high,#00539f,626,2
1612,91,Yokaichi Line,1612-manyo-akane-line,#00b050,633,4
1589,48,Via Falkirk Grahamston,1589-via-falkirk-grahamston,#417505,626,3
454,114,Tokaido Main Line,454-tokaido-main-line,#f68b1e,305,4
1591,48,North Clyde Line,1591-north-clyde-line,#f8e71c,625,3
1592,48,Paisley Canal,1592-paisley-canal,#9013fe,628,3
1594,45,Newcraighall,1594-newcraighall,#417505,629,3
1593,48,Argyle Line,1593-argyle-line,#bdaf0b,625,3
1614,91,Shigaraki Line,1614-shigaraki-line,#00a779,634,4
913,27,55,913-55,#eabc00,378,
911,27,44,911-44,#eabc00,378,
905,27,4,905-4,#f16f91,378,
923,82,U3,923-u3,#ee8800,70,
1595,48,Queen Street to Stirling,1595-queen-street-to-stirling,#8b572a,627,2
1596,29,M3,1596-m3,#003b83,22,
332,114,Fukutoshin Line,332-fukutoshin-line,#ba6831,100,4
841,114,Mukojima Line,841-mukojima-line,#5f0101,325,5
504,114,Naka-Meguro Line,504-naka-meguro-line,#5f0101,325,5
873,114,Akabane Line,873-akabane-line,#5f0101,325,5
447,114,Setagaya Line,447-tokyu-setagaya-line,#fcc70d,312,4
919,27,94,919-94,#ffeb00,378,
915,27,81,915-81,#489224,378,
910,27,39,910-39,#e5442e,378,
909,27,32,909-32,#ffeb00,378,
906,27,7,906-7,#fff06e,378,
921,82,U1,921-u1,#227700,70,
925,82,U5,925-u5,#bb7700,70,
839,114,Yukarigaoka Line,839-yukarigaoka-line,#61933c,363,7
960,310,T2,960-t2,#008a57,387,
995,114,Kawasaki Municipal Streetcar,995-kawasaki-municipal-streetcar,#5f0101,401,5
918,27,93,918-93,#f49f22,378,
917,27,92,917-92,#e5442e,378,
912,27,51,912-51,#eabc00,378,
908,27,25,908-25,#8e004d,378,
907,27,19,907-19,#e5442e,378,
924,82,U4,924-u4,#00ccaa,70,
961,310,T3,961-t3,#6a1872,387,
927,82,U7,927-u7,#000,70,
928,82,U8,928-u8,#000,70,
926,82,U6,926-u6,#0000cc,70,
929,82,S1,929-s1,#36caec,379,
981,14,T3,981-t3,#159585,392,
935,82,S8,935-s8,#2b2e34,379,
976,114,Tamagawa Line (streetcar),976-tamagawa-line-(streetcar),#5f0101,312,5
934,82,S7,934-s7,#8c2e22,379,
933,82,S6,933-s6,#00ac6f,379,
1597,323,1A,1597-1a,#000,630,
932,82,S4,932-s4,#ff2d1d,379,
936,82,S20,936-s20,#ffbacc,379,
937,82,20,937-20,#69b8e4,380,
938,82,17,938-17,#7d5641,380,
939,82,12,939-12,#813887,380,
940,82,16,940-16,#3964a9,380,
941,82,27,941-27,#e2a426,380,
942,82,23,942-23,#c0cd30,380,
943,82,28,943-28,#e2a426,380,
944,82,21,944-21,#69b8e4,380,
945,82,22,945-22,#69b8e4,380,
946,82,19,946-19,#c20d19,380,
947,82,18,947-18,#5ea343,380,
948,82,25,948-25,#da8f9a,380,
949,82,15,949-15,#da8f9a,380,
964,152,Orange Line,964-orange-line,#f5a623,137,
953,275,A,953-a,#e2001a,383,5
954,275,B,954-b,#ffaa42,383,5
950,307,A,950-a,#bf1850,381,5
956,293,A,956-a,#ef2f98,384,
957,293,C,957-c,#ef2e33,385,
958,310,M,958-m,#004594,386,
966,280,A,966-a,#cf2a13,388,
967,286,A,967-a,#3376b8,389,
968,286,B,968-b,#479a45,389,
969,286,C,969-c,#c20078,389,
972,286,Grenoble Bastille,972-grenoble-bastille,#e5007e,390,
1003,324,T1,1003-t1,#da251d,404,5
979,14,T1,979-t1,#159585,392,
980,14,T2,980-t2,#159585,392,
982,14,T4,982-t4,#159585,392,
983,14,T5,983-t5,#159585,392,
984,14,T6,984-t6,#159585,392,
989,102,Praça XV–Araribóia,989-praca-xv–arariboia,#4a90e2,396,
955,275,C,955-c,#41a278,383,5
987,102,Linha 2,987-linha-2,#b8d600,394,4
988,102,Linha 4,988-linha-4,#fdc700,394,4
951,114,Kururi Line,951-kururi-line,#00b5ad,305,4
985,102,Trem do Corcovado,985-trem-do-corcovado,#d0021b,90,5
990,102,Linha 1,990-linha-1,#4a90e2,393,5
991,102,Linha 2,991-linha-2,#7ed321,393,5
993,102,Bondinho do Pão de Açúcar,993-bondinho-do-pao-de-acucar,#d0021b,90,
557,114,Tohoku / Joetsu Shinkansen,557-tohoku---joetsu-shinkansen,#008000,305,1
994,114,Kaigan Electric Railway,994-kaigan-electric-railway,#5f0101,399,5
998,328,C,998-c,#ff9027,402,5
996,328,A,996-a,#ff2d16,402,5
986,102,Linha 1,986-linha-1,#fa7100,394,4
997,328,B,997-b,#00b8f1,402,5
999,328,D,999-d,#1ab04d,402,5
1000,328,E,1000-e,#7a85c4,402,5
975,114,Musashi Chuo Railway,975-musashi-chuo-railway,#5f0101,307,5
1001,328,F,1001-f,#87c846,402,5
1005,324,T3,1005-t3,#000,404,
974,114,Takao Line,974-takao-line,#dd0077,307,4
1004,324,Ouest<>Est,1004-est<>ouest,#000,404,
1006,104,Linha 1,1006-linha-1,#d0021b,92,
992,102,Linha 3,992-linha-3,#f8e71c,393,5
978,114,Narita Railway,978-narita-railway,#5f0101,391,5
952,114,New Shuttle,952-new-shuttle,#ffd500,382,7
973,114,Keishi Line,973-keishi-line,#000099,311,4
977,114,Shin-Okusawa Line,977-shin-okusawa-line,#ee86a7,312,4
959,310,T1,959-t1,#e20024,387,
1007,104,Linha 2,1007-linha-2,#0f23ea,92,
797,114,Tsukishima Line,797-tsukishima-line,#5f0101,325,5
415,114,Nippori-Toneri Liner,415-nippori-toneri-liner,#ff69b4,304,5
1015,102,Ramal Vila Inhomirim,1015-ramal-vila-inhomirim,#c4b100,395,4
1023,108,Downtown Line,1023-downtown-line,#0354a6,407,4
1011,102,Ramal Japeri,1011-ramal-japeri,#229fe7,395,4
1009,102,Ramal Santa Cruz,1009-ramal-santa-cruz,#67a700,395,4
1019,108,North South Line,1019-north-south-line,#dc241f,95,4
224,69,Eurostar/HS1,224-nr-(hs1-&-eurostar),#f4cc26,261,1
1025,108,Punggol LRT,1025-punggol-lrt,#748477,407,7
1020,108,East West Line,1020-east-west-line,#009530,95,4
1027,108,Bukit Panjang LRT,1027-pukit-panjang-lrt,#748477,95,7
1061,255,Airport Line,1061-airport-line,#8b572a,240,
1026,108,Senkang LRT,1026-senkang-lrt,#748477,407,7
1021,108,Circle Line,1021-circle-line,#ff9a00,95,4
1024,108,Thomson-East Coast Line,1024-thompson-east-coast-line,#734538,95,4
1028,8,50,1028-50,#4e8609,4,
1029,8,53,1029-53,#ff0000,4,
1030,8,54,1030-54,#f8f800,4,
1062,255,University Line,1062-university-line,#d0021b,240,
1059,255,River Line,1059-red-line,#fe0101,240,
1057,255,Manitoba Line,1057-manitoba-line,#417505,240,
1058,255,Canada Line,1058-canada-line,#402be0,240,
1060,255,Prairie Line ,1060-prairie-line,#f8e71c,240,
1052,79,S11,1052-s11,#9778e7,269,3
1012,102,Ramal Belford Roxo,1012-ramal-belford-roxo,#5b0191,395,4
1010,102,Ramal Deodoro,1010-ramal-deodoro,#be132b,395,4
1014,102,Ramal Guapimirim,1014-ramal-guapimirim,#fdd200,395,4
1065,148,Red Line,1065-red-line,#d0021b,133,
1063,255,Highway Line,1063-highway-line,#7ed321,240,
1066,148,Blue Line,1066-blue-line,#4a53e2,133,
1018,111,L3,1018-l3,#f33043,366,5
1013,102,Ramal Saracuna,1013-ramal-saracuna,#de7d00,395,4
1022,108,North East Line,1022-north-east-line,#9016b2,407,4
63,66,Línea 3,63-linea-3,#0085e0,250,
113,66,Línea 1 (Tramo 1B),113-linea-1-(tramo-2),#49aa43,250,
114,66,Línea 1 (Tramo 2),114-linea-1-(tramo-2),#49aa43,250,
152,118,U1,152-u1,#fe0000,251,
153,118,U2,153-u2,#bd10e0,251,
128,107,Line 10,128-line-10,#c1a7e2,252,
132,107,Line 16,132-line-16,#2cd5c4,252,
137,107,Line 14,137-line-14,#827a04,252,
169,261,Línea 2,169-linea-2,#ff0000,256,
178,15,Line 7,178-line-7,#ffc66e,258,
1064,114,Misato Line,1064-j,#33c2e4,306,4
1031,114,Nanso Railway,1031-nanso-railway,#5f0101,409,5
1070,114,Nagareyama Line,1070-nagareyama-line,#a10000,411,4
1046,114,Owariyabashi Line,1046-owariyabashi-line,#5f0101,410,5
1044,114,Rokkakubashi Line,1044-rokkakubashi-line,#5f0101,410,5
1042,114,Sugita Line,1042-sugita-line,#5f0101,410,5
1045,114,Asamacho Line,1045-asamacho-line,#5f0101,410,5
1033,114,Chuo-Ichiba Line,1033-chuo-ichiba-line,#5f0101,410,5
1051,114,Chojamachi Line,1051-chojamachi-line,#5f0101,410,5
1043,114,Gunmyoji Line,1043-gunmyoji-line,#5f0101,410,5
1040,114,Hagoromocho Line,1040-hagoromocho-line,#5f0101,410,5
1038,114,Hanazonobashi Line,1038-hanazonobashi-line,#5f0101,410,5
1039,114,Hinodecho Line,1039-hinodecho-line,#5f0101,410,5
1049,114,Hiranuma Line,1049-hiranuma-line,#5f0101,410,5
1047,114,Hodogaya Line,1047-hodogayabashi-line,#5f0101,410,5
1037,114,Honcho Line,1037-honcho-line,#5f0101,410,5
1035,114,Honmoku Line,1035-honmoku-line,#5f0101,410,5
1036,114,Negishi Line,1036-negishi-line,#5f0101,410,5
